No,Date,Day,Curator,Source,G,D,T,Problem Statement,Hint 1,Hint 2,Hint 3,Notes,Solved,Solved by,In pdf?,
505,11 Aug 2020,Tue,Joe,"2006 IMOSL, N2",N,3,,"For $ x \in (0, 1)$ let $ y \in (0, 1)$ be the number whose $ n$-th digit after the decimal point is the $ 2^{n}$-th digit after the decimal point of $ x$. Show that if $ x$ is rational then so is $ y$.",,,,,,,,
484,21 Jul 2020,Tue,brainysmurfs,"2019 NZMO1, P4 of 8",N,3,,"Show that the number $122^n - 102^n - 21^n$ is always one less than a multiple of 2020, for any positive integer $n$. ",,,,,,,,
478,15 Jul 2020,Wed,Daniel,"2010 BMO2, P2 of 4",G,3,,"In triangle $ABC$ the centroid is $G$ and $D$ is the midpoint of $CA$. The line through $G$ parallel to $BC$ meets $AB$ at $E$. Prove that $\angle AEC = \angle DGC$ if, and only if, $\angle ACB = 90^\circ$.",,,,,,,,
476,13 Jul 2020,Mon,Adam,"2000 Irish MO, P8 of 10",N,3,,"For each positive integer $n$ determine with proof, all positive integers $m$ such that there exist positive integers $x_{1}<x_{2}<\cdots<x_{n}$ with
\[
\frac{1}{x_{1}}+\frac{2}{x_{2}}+\frac{3}{x_{3}}+\cdots+\frac{n}{x_{n}}=m
\]",,,,,,,,
470,7 Jul 2020,Tue,brainysmurfs,"2020 USAJMO, P4 of 6",G,3,," Let $ABCD$ be a convex quadrilateral inscribed in a circle and satisfying $DA < AB = BC < CD$. Points $E$ and $F$ are chosen on sides $CD$ and $AB$ such that $BE \perp AC$ and $EF \parallel BC$. Prove that $FB = FD$.
",,,,,,,,
469,6 Jul 2020,Mon,Will,"2010 Iran TST, P12 of 12",N,3,,"Prove that for each natural number $m$, there is a natural number $N$ such that for each $b$ satisfying $2 \leq b \leq 1389,$ the sum of the digits of $N$ in base $b$ is larger than $m$.",,,,,,,,
457,24 Jun 2020,Wed,brainysmurfs,"2020 USAJMO, P1 of 6",C,3,,"Let $n \geq 2$ be an integer. Carl has $n$ books arranged on a bookshelf. Each book has a height and a width. No two books have the same height, and no two books have the same width. Initially, the books are arranged in increasing order of height from left to right. In a move, Carl picks any two adjacent books where the left book is wider and shorter than the right book, and swaps their locations. Carl does this repeatedly until no further moves are possible. Prove that regardless of how Carl makes his moves, he must stop after a finite number of moves, and when he does stop, the books are sorted in increasing order of width from left to right.
",,,,,,,,
456,23 Jun 2020,Tue,brainysmurfs,"2018 RMO, P3",N,3,,"Show that there are infinitely many tuples $(a,b,c,d)$ of natural numbers such that $a^3 + b^4 + c^5 = d^7$.",,,,,,,,
448,15 Jun 2020,Mon,Will,"2002 France TST, P5 of 6",G,3,,Let $ABC$ be a non-equilateral triangle. Denote by $I$ the incenter and by $O$ the circumcentre of the triangle $ABC.$ Prove that $\angle AIO \leq \frac{\pi}{2}$ holds if and only if $2 BC \leq AB + AC.$,,,,,,,,
443,10 Jun 2020,Wed,Daniel,"2014 BMO2, P1 of 4",C,3,,"Every diagonal of a regular polygon with 2014 sides is coloured in one of $n$ colours. Whenever two diagonals cross in the interior, they are of different colours. What is the minimum value of $n$ for which this is possible?",,,,,,,,
435,2 Jun 2020,Tue,brainysmurfs,Classic,G,3,,Let there be an acute-angled triangle $ABC$. The altitudes of $ABC$ meet at a point $H$. Let $M$ be the midpoint of $BC$. Let $H'$ be the reflection of $H$ about $M$. Prove that $H'$ lies on the circumcircle of triangle $ABC$. ,,,,,,,,
434,1 Jun 2020,Mon,Adam,2008 Canadian Winter Camp Buffet Contest A1,A,3,FE,"Find all functions \(f: \mathbb{R} \rightarrow \mathbb{R}\) such that for all real numbers \(x\) and \(y\)
\[
f(x f(y)+x)=xy + f(x)
\]",,,,,,,,
430,28 May 2020,Thu,brainysmurfs,Assignment from last week,C,3,,For each graph $G$ construct a new graph $G'$ such that $G'$ has a Hamiltonian Cycle (a path which passes through all vertices exactly once and starts and ends at the same vertex) if and only if $G$ has a Hamiltonian Path (a path which passes through all vertices exactly once). ,,,,,,,,
429,27 May 2020,Wed,Will,Kruskal's Algorithm,C,3,,"Each edge of a complete graph $G$ on $n$ vertices is assigned a distinct positive real weight. A spanning tree of a graph is a connected acyclic subgraph using all vertices of the graph. Diligent Dave and Lazy Larry are trying to find the minimum possible total weight of the edges among all spaning trees of the graph $G.$ Diligent Dave checks all spanning trees and records the minimum total weight. Lazy Larry can't be bothered to check all cases so he implements the following algorithm:
\begin{enumerate}
\item He writes down the edges of the graph in increasing order of weight from left to right.
\item Starting from the edge with lowest weight and working from left to right he checks if the addition of that edge to the edges already chosen would form a cycle. If no cycle is formed he chooses this edge otherwise he discards it and moves onto the next edge in the list. 
\item When he has reached the end of the list he adds up the weight of all edges chosen so far and records this number. 
\end{enumerate}
Show that the set of edges which Lazy Larry has at the end of this process forms a spanning tree. 
Is it possible for Diligent Dave to record a lower answer than Lazy Larry?",,,,,,,,
427,25 May 2020,Mon,Adam,2020 Irish MO Training Handout,G,3,,Prove the six line segments joining the incentre/excentres of any triangle are bisected by the circumference of the circumcircle.,,,,,,,,
413,11 May 2020,Mon,Adam,"2019 Irish EGMO TST, Q10",C,3,,"Let \(S\) be a set of \(6 n\) points on a line. \(4 n\) of these points are painted blue and the other \(2 n\) points are painted
green.

Prove that there exists a line segment that contains exactly \(3 n\) points from \(S,\) such that \(2 n\) of them are blue and the other \(n\) are green.",,,,,,,,
386,14 Apr 2020,Tue,brainysmurfs,"2020 BMO2, P1 of 4",N,3,,"A sequence $a_1, a_2, \ldots $ has $a_1 > 2$ and satisfies: $$a_{n+1} = \frac{a_n(a_n-1)}{2}$$ for all positive integers $n$. For which values of $a_1$ are all terms of the sequence odd integers?",,,,,,,,
385,13 Apr 2020,Mon,Adam,"1972 IMO, P1 of 6",C,3,,"Prove that from a set of ten distinct two-digit numbers (in the decimal system), it is possible to select two disjoint subsets whose members have the same sum.",,,,,,,,
372,31 Mar 2020,Tue,brainysmurfs,"2020 AMO, P2 of 8",C,3,,"Amy and Bec play the following game. Initially, there are three piles, each containing 2020 stones. The players take turns to make a move, with Amy going first. Each move consists of choosing one of the piles available, removing the unchosen pile(s) from the game, and then dividing the chosen pile into 2 or 3 non-empty piles. A player loses the game if they are unable to make a move. \\
Prove that Bec can always win the game, no matter how Amy plays. ",,,,,,,,
365,24 Mar 2020,Tue,Daniel,"2015 CMO, P1 of 5",A,3,FI,"Let $\mathbb{N} = \{1,2,3,\dots\}$ be the set of positive integers. Find all functions $f$, defined on $\mathbb{N}$ and taking values in $\mathbb{N}$, such that $(n-1)^2 < f(n)f(f(n)) < n^2 + n$ for every positive integer $n$.",,,,,,,,
345,4 Mar 2020,Wed,Tony,PST 11.0.6 (c),A,3,IN,"Prove that \(a^{bc}b^{ca}c^{ab} \leq a^{ab}b^{bc}c^{ca}\), where \(a\), \(b\), and \(c\) are positive real numbers.",,,,,,,,
331,19 Feb 2020,Wed,Tony,PST 3.9,N,3,DE,Find all integral solutions to \[x^3 + 3y^3 + 9z^3 = 9xyz\],,,,,Yes,Tony,,
330,18 Feb 2020,Tue,brainysmurfs,"2016 Singapore MO, Jnr. Rnd. 2, Q4 of 5",C,3,,"A group of tourists gets on 10 buses in the outgoing trip. The same group of tourists get on 8 buses in the return trip. Assuming each bus carries at least 1 tourist, prove that there are at least 3 tourists such that each of them has taken a bus in the return trip that has more people than the bus he has taken in the outgoing trip. ",,,,,,,,
322,10 Feb 2020,Mon,Adam,"2008 BMO2, P1 of 4",A,3,IN,"Find the minimum value of $x^2 + y^2 + z^2$ where $x$, $y$, $z$ are real numbers such that $x^3 + y^3 + z^3 - 3xyz = 1$.",,,,,,,,
317,5 Feb 2020,Wed,Tony,"The coin game (ACPS, 3.1.20)",CG,3,GA,Consider the following two-player game. Each player takes turns placing a penny on the surface of a rectangular table. No penny can touch a penny that is already on the table. The table starts out with no pennies. The last player who makes a legal move wins. Does the first player have a winning strategy?,,,,,Yes,Tony,,
295,14 Jan 2020,Tue,brainysmurfs,van Aubel's Theorem,G,3,,"Let $ABCD$ be a convex quadrilateral. We construct squares externally on sides $AB$, $BC$, $CD$, and $DA$. Let $O_1,$ $O_2,$ $O_3,$ and $O_4$ be the centers of these squares, respectively. Show that line segments $O_1 O_3$ and $O_2 O_4$ are equal in length and perpendicular.",,,,,,,,
294,13 Jan 2020,Mon,brainysmurfs,"2008 Singapore MO, Jnr. Rnd 2, Q5 of 5",N,3,,Determine all primes $p$ such that $5^p + 4p^4$ is a perfect square.,,,,,,,,
290,9 Jan 2020,Thu,Tony,"2020 ICMC, Round 1, P1 of 6",CG,3,,"Alice and Bob play a game on a sphere which is initially marked with a finite number of points. Alice and Bob then take turns making moves, with Alice going first:
\begin{itemize}
\item On Alice's move, she counts the number of marked points on the sphere, $ n $. She then marks another $ n + 1 $ points on the sphere.
\item On Bob's move, he chooses one hemisphere and removes all marked points on that hemisphere, including any marked points on the boundary of the hemisphere.
\end{itemize}
Can Bob always guarantee that after a finite number of moves, the sphere contains no marked points?

(A \emph{hemisphere} is the region on a sphere that lies completely on one side of any plane passing through the centre of the sphere.)",,,,,Yes,Tony,,
287,6 Jan 2020,Mon,Will,2007 INMOTC ,N,3,,"Show that every integer $n > 10$ with all digits elements of the set $\{1, 3, 7, 9\}$ has a prime factor at least 11.",,,,,,,,
282,1 Jan 2020,Wed,Daniel,"2019 Kosovo MO, 11th Grade, P2 of 5",N,3,,Find all positive integers $n$ such that every decimal digit of $6^n+1$ is the same.,,,,,Yes,Daniel,,
281,31 Dec 2019,Tue,brainysmurfs,"1991 CMO, P5 of 5",C,3,,"In the figure, the side length of the large equilateral triangle is 3, and $f(3)$, the number of parallelograms bounded by the sides in the grid, is 15. For the general analogous situation, find a formula for $f(n)$, the number of parallograms, for a triangle of side length $n$.",,,,,,,,
253,3 Dec 2019,Tue,brainysmurfs,"2019 BMO1, Q4",N,3,,"There are 2019 penguins waddling towards their favourite restraunt. As the penguins arrive, they are handed tickets numbered in ascending order from 1 to 2019, and told to join the queue. The first penguin starts the queue. For each $n > 1$ the penguin holding ticket number $n$ finds the greatest $m < n$ which divides $n$ and enters the queue directly behind the penguin holding ticket number $m$. This continues until all 2019 penguins are in the queue. 
\begin{itemize}
\item[(a)] How many penguins are in front of the penguins with ticket number 2?
\item[(b)] What numbers are held by the penguins just in front of and just behind the penguin holding ticket number 33?
\end{itemize}",,,,,,,,
252,2 Dec 2019,Mon,nya10,"2011 China Western MO, Day 2, Problem 1 of 4",N,3,,"Does there exist any odd integer $n \geq 3$ and $n$ distinct prime numbers $p_1 , p_2, \cdots p_n$ such that all $p_i + p_{i+1} (i = 1,2,\cdots , n$ and $p_{n+1} = p_{1})$ are perfect squares?",,,,,Yes,nya10,,
238,18 Nov 2019,Mon,nya10,"IMC Day 2, P2 of 5",C,3,,Two hundred students participated in a mathematical contest. They had 6 problems to solve. It is known that each problem was correctly solved by at least 120 participants. Prove that there must be two participants such that every problem was solved by at least one of these two students.,,,,,Yes,nya10,,
233,13 Nov 2019,Wed,Daniel,2019 UKSMC P23 of 25  ,G,3,,"The edge-length of a solid cube is 2. Two adjacent edges of the cube are selected, and a plane passes through the midpoints of the chosen edges, as well as the midpoints of the edges opposite to the chosen edges. What is the area of the cross-section of the plane contained within the cube?",,,,,,,,
217,28 Oct 2019,Mon,nya10,USAMTS Year 30 Round 1 Problem 3 of 5 ,N,3,,"Find, with proof, all pairs of positive integers $(n, d)$ with the following property: for every integer $S$, there exists a unique non-decreasing sequence of $n$ integers $a_1 , a_2 , a_3 , \cdots , a_n$ such that $a_1 + a_2 + a_3 + \cdots + a_n = S$ and $a_n - a_1 = d$",,,,,Yes,nya10,,
210,21 Oct 2019,Mon,Tony,"2001 Putnam, A1   ",C,3,,"Consider a set $S$ and a binary operation $*$, i.e. for each $a,b\in S$, $a*b\in S$. Assume $(a*b)*a=b$ for all $a,b\in S$. Prove that $a*(b*a)=b$ for all $a,b \in S$.",,,,,,,,
204,15 Oct 2019,Tue,brainysmurfs,"2018 NZ Camp Selection Problems, Q5 ",A,3,,"Let $a$, $b$ and $c$ be positive real numbers satisfying \[\frac{1}{a+2019} + \frac1{b+2019} + \frac1{c+2019} = \frac1{2019}.\] Prove that $abc \geq 4038^3$.",,,,,,,,
198,9 Oct 2019,Wed,Daniel,"2003 Italian MO, P2 of 6        ",C,3,,"A museum has the shape of an \(n \times n (n > 1)\) square divided into \(n^2\) rooms in the shape of a unit square. Between any two rooms sharing an edge, there is a door. A night guardian wants to organize an inspection journey through the museum according to the following rules: He starts from some room and, whenever he enters a room, stays there for exactly one minute and then proceeds to another room. He is allowed to enter a room more than once, but at the end of his journey he must have spent exactly \(k\) minutes in every room. Find all \(n\) and \(k\) for which it is possible to organize such a journey.",,,,,,,,
196,7 Oct 2019,Mon,nya10,"2018 Polish Junior First Round, P2 of 5",G,3,,"Inside parallelogram $ABCD$ is point $P$, such that $PC = BC$. Show that line $BP$ is perpendicular to line which connects middles of sides of line segments $AP$ and $CD$.",,,,,Yes,nya10,,
183,24 Sep 2019,Tue,brainysmurfs,"2017 BMO1, Q1 of 6 ",N,3,,"Helen divides $365$ by each of $1, 2, 3, \cdots, 365$ in turn, writing down a list of the $365$ remainders. Then Phil divides $366$ by each of $1, 2, 3, \cdots , 366$ in turn, writing down a list of the $366$ remainders. Whose list of remainders has the greater sum and by how much?",,,,,,,,
182,23 Sep 2019,Mon,nya10,"2018 Irish MO Paper 1, Q3 of 5",A,3,FE,"Find all functions $f(x) = ax^2 + bx + c$, with $a \ne 0$, such that $f(f(1)) = f(f(0)) = f(f(-1))$ .",,,,,Yes,"nya10, Tony",,
177,18 Sep 2019,Wed,Daniel,"2017 BMO1, P5 of 6",G,3,,"Let \(ABC\) be a triangle with \(\angle A < \angle B < 90^{\circ}\) and let \(\Gamma\) be the circle through \(A, B\) and \(C\). The tangents to \(\Gamma\) at \(A\) and \(C\) meet at \(P\). The line segments \(AB\) and \(PC\) produced meet at \(Q\). It is given that \[[ACP] = [ABC] = [BQC].\] Prove that \(\angle BCA = 90^{\circ}\).\\ \textit{Here \([XYZ]\) denotes the area of triangle \(XYZ\).}",,,,,Yes,Daniel,,
169,10 Sep 2019,Tue,Daniel,"2001 Polish MO Round 1, Q9 of 12",N,3,,"Prove that among any 12 consecutive integers there is one that cannot be written as the sum of 10 fourth powers.
",,,,,,,,
162,3 Sep 2019,Tue,Daneel,"HDIGH 61, P2",A,3,FE,"Find all functions $f:\mathbb{R}\to\mathbb{R}$ such that for all real $x,y$, $$f(f(x)+y)=x+f(f(y))$$",,,,,Yes,"Tanyoshi, Daneel, Tony, Daniel, brainysmurfs",,
